priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
High,Entertainment,صاله انتر للبولنق,جدة مول,Jeddah,4.5,381,,9,,,,21.7601072,39.0794649,قبل كل شي الأسمر اللي كان كاشير يوم الجمعه عالساعه 1 قمة قمة قمة في الذوق والأخلاق بشوش صدره وسيع محتوي للأمور والمشاكل … | صالة بولينق وبلياردو وتنس واللعاب ثانية كثير وكذلك مشروبات باردة وحارة على حسب رغبتك .. شكرا لكل العاملين في الصالة وشكر… | خدمة ممتازة واسعار حلوة اخذت عرض البولينق مع عصير موهيتو ب 43 والاستاذ فيصل المساوى مشرف الصالة ماقصر معانا خدمة ممتازه …,,60.0,Mid,3,2,0.6,Mixed,"ممتاز, ممتازة, خدمة ممتازة","بارد, باردة",False,South,62.5,Tier 2,⭐ Star
Medium,Entertainment,ملاهي,جدة مول,Jeddah,4.0,366,,6,,,,21.5871706,39.1296416,فعلا مكان مناسب للأطفال وموقعه مناسب وفي روعه الجلوس ومراقبت الأطفال يلعبون أمام عيناك في امن وامان مكان روعه وقريب من ب… | السوق جميل ولكن يفتقر للنظافة والصيانة ولازم يشوفون حل للقطط والمدخنين اصبحت مزعجه بشكل كبير واما بالنسبه للملاهي للاسف … | السلام عليكم ورحمة الله وبركاتة طبعا سوق الشاطئ معروف ممتاز من جميع النواحي قبل كم يوم رحت بس عشان العب اختي لانه ممتاز …,,60.0,Mid,2,1,0.67,Mixed,"ممتاز, جميل",مزعج,False,South,52.52,Tier 2,⚠️ Risky
Medium,Entertainment,إفنت مول,جدة مول,Jeddah,4.0,8961,,1,,https://eventmall.online/,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 12:00 ص, الجمعة: 4:00 م – 12:00 ص",21.4397789,39.2800395,ادارة افنت مول لا تنتظرو احد يتخالف مخالفة وقوف في مواقف ذوي الاحتياجات الخاصة و يدعي عليكم، فضلاً ارسمو نفس الرسمة في ا… | السلام عليكم ورحمة الله وبركاته النظافة سيئ جدا في منطقة المطاعم من ناحيه ترتيب الطاولات وكثرة الذباب وعدم نظافة الطاولا… | يقع إفنت مول في مكان متميز بمدينة جدة، ويعتبر مقصدا رائعا للتسوق. يقدم خدماته للمجتمع المحيط، النابض بالحركة والنشاط، ول…,,60.0,Mid,2,0,1.0,Positive,"رائع, متميز",,False,South,62.4,Tier 2,⚠️ Risky
Medium,Entertainment,كيدز ماب KiDs MAP - العاب أطفال داخلي و مدينة ملاهي في جدة,جدة مول,Jeddah,4.6,624,,1,050 228 9886,,"السبت: 4:00 م – 12:00 ص, الأحد: 4:00 م – 12:00 ص, الاثنين: 4:00 م – 12:00 ص, الثلاثاء: 4:00 م – 12:00 ص, الأربعاء: 4:00 م – 12:00 ص, الخميس: 4:00 م – 12:00 ص, الجمعة: 4:00 م – 12:00 ص",21.6267827,39.2080759,زيارتي كانت يوم الجمعة المكان جميل يستاهل الزياره خصوصا لأهل الحي فيه اغلب الألعاب اللي يحتاجها الطفل ما اتوقع يناسب عمر… | اول مره ازوره صراحه جميل واستمتعو العيال فيه كان جدا جميل وايضا الدور اللي فوق كفي وجلسات انتظار للاباء روعه جدا فعاليات… | جميل ونظيف والموظفات عسل ومهتمين الله يسعدهم المكان يناسب الى عمر ٨ سنين فقط القهوة حلوه يعطيه العافيه العامل اتمنى مايت…,,60.0,Mid,3,1,0.75,Positive,"جميل, نظيف, يستاهل",انتظار,False,South,51.9,Tier 2,⭐ Star
Medium,Entertainment,منطقة ألعاب أطفال,جدة مول,Jeddah,4.4,137,,8,,,,21.6091327,39.1069843,منطقه جلوس للعوائل وخصوصا الذين معهم اطفال ينقصها النظافه خصوصا من الغجر والهمج اللذي ياكلون المكسرات والفصفص او الحب بم… | للاسف المنطقة جداااا مظلمة بالنسبة للأطفال الساعة الان ١٠:٣٤ الليل الالعاب مكسرة ولا يوجد مراجيح ابدااا كلها مقطوعة والز… | منطقة مرتبة والعاب متنوعة، ينقصها مراجيح,,60.0,Mid,1,0,1.0,Positive,تنوع,,False,South,60.03,Tier 2,💎 Hidden Gem
High,Entertainment,ملاهي أطفال أدفينتورا,جدة مول,Jeddah,4.0,608,,11,,,,21.6277648,39.1112819,تجربتي مع ألعاب Adventure في الردسي مول للأسف ما كانت موفقة. المكان كان مظلم وكئيب وما فيه أجواء مبهجة للأطفال. بنتي الص… | المكان مره تغير للأسوء للأسف الشديد ، كنت اودي له ولدي كل يوم جمعه لما اجي رد سي وكانت الخدمه جيده دحين للأسف بدأ يتغير … | المكان ممتاز وكل شي فيه كان رائع 👌لكن عندي ملاحظة على موظفة الكاشير 👎أسلوبها في الكلام وطريقة شرح سياسة الملاهي جداً غير…,,60.0,Mid,2,0,1.0,Positive,"رائع, ممتاز",,False,South,69.14,Tier 2,⚠️ Risky
Medium,Entertainment,ملاهي فنكي لاند - Tahlia Mall Ksa,جدة مول,Jeddah,4.1,792,,4,,,,21.5497695,39.14779679999999,جميل اوي وفي عرض على موقع كوبوم ندفع ب ١٥٠ ونشحن رصيد ٣٠٠ | افضل مكان لعب للأولاد بجدة مكان نظيييف جداًجداًوألعابهم رايقة وآمنة للاطفال وتلاقي المشرفين يهتمو بالاطفال وسلامتهم واخص… | لا انصح بزيارة اولا المكان جدا قديم وكئب ومبالغ في الاسعار العبه الحركيه يجبرونك تشتري من عندهم شراب سلكون لطفل وسعر الع…,,60.0,Mid,1,1,0.5,Mixed,جميل,قديم,False,South,49.53,Tier 3,⚠️ Risky
Medium,Entertainment,DAZ Al Zahra - داز الزهراء,جدة مول,Jeddah,4.4,716,,1,800 244 0306,http://www.daz.sa/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14222403964715164381,"السبت: 10:00 ص – 11:00 م, الأحد: 12:00–11:00 م, الاثنين: 12:00–11:00 م, الثلاثاء: 12:00–11:00 م, الأربعاء: 12:00–11:00 م, الخميس: 12:00 م – 12:00 ص, الجمعة: 3:00 م – 12:00 ص",21.5993663,39.1430076,تجربتي في داز كانت أكثر من رائعة، سواء في الحفلات داخل داز (وجربتهم السنة الماضية) أو في تنسيق الحفلات الخارجية، مستواهم… | اسوأ مكان للاحتفالات ، ارسلتلهم قائمة اسماء الاطفال ٣٣ طفل ..ولكن لمن وصلت لقيت انه القاعة الثانية مو جاهزة بس مجهزين وح… | فرع داز في السلطان مول جدًا نظيف ومرتب وموظفاته بشوشات ويتعاملوا بذوق وابتسامة أطفالي مرّة ينبسطوا فيه ويحسّوا بالراحة. …,,60.0,Mid,3,0,1.0,Positive,"رائع, رائعة, نظيف",,False,South,59.89,Tier 2,⭐ Star
Low,Entertainment,play date,جدة مول,Jeddah,3.6,244,,3,055 639 6377,https://linktr.ee/playdate_sa,"السبت: 10:00 ص – 9:30 م, الأحد: 10:00 ص – 9:30 م, الاثنين: 10:00 ص – 9:30 م, الثلاثاء: 10:00 ص – 9:30 م, الأربعاء: 10:00 ص – 9:30 م, الخميس: 10:00 ص – 9:30 م, الجمعة: 10:00 ص – 9:30 م",21.5737554,39.1272066,من الأماكن المميزة فعلًا 👏🏻 نظيف ومريح وحنووون جودة عالية واهتمام واضح بأدق التفاصيل .. والعاملين فيه بشوشين ورائعين ماق… | شكراً فاتنة على المكان الرائع! أول مرة آخذ بنتي عليه عمرها سنة ومرة انبسطت فوق ما كنت أتوقع. بإذن الله لنا زيارات قادمة … | مكان رائع بكل ما تعنيه الكلمة. ساعدوا بطلب الصغير على مواجهة مخاوفه بكل حب واحترافية.في يوم اللغه العربيه تعامل الأستاذة…,,60.0,Mid,5,1,0.83,Positive,"رائع, نظيف, مريح",صغير,False,South,48.73,Tier 3,⚠️ Risky
Low,Entertainment,شاطي جده منطقة العاب اطفال,جدة مول,Jeddah,4.4,205,,1,,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",21.6126956,39.1071311,شاطي جده الواجهه البحريه كانت زيارتي تصادف يوم العلم السعودي 11 مارس وسكنت في احد الفنادق المطله على البحر الشاطي جميل ج… | للاستمتاع بمشاهدة البحر المفتوح بهدوء وقضاء بعض الوقت للتنزه وتوجد بعض المقاهي المعروفة ومطعم وجبات سريعة. | لازم حل المواقف يا امانة جدة وباصات تاخذ الناس للشاطئ مو معقولة العالم كلها تدخل بالسيارات الصيف والحر وجدة مافيه مواقف …,,60.0,Mid,3,0,1.0,Positive,"جميل, سريع, سريعة",,False,South,47.67,Tier 3,💎 Hidden Gem
Medium,Entertainment,شاطئ الردسي Red Sea Beach,جدة مول,Jeddah,4.3,436,,2,,,,21.5766052,39.1978108,مكان حلو وجميل للاطفال فيه جميع ما يخص الاطفال من تسليه ومهارات والانسه اماني كانت جدا متعاونه بالاستقبال انصح فيه | المكان مرتب ونظيف ويفتح النفس وتعامل الموظفات راقي وأخلاقهم جميلة جدًا، نظامهم ساعتين بـ 88 من ٤ سنوات وفوق بدون مرافق، … | المكان والأسعار والموظفات خيال فوق الخيال اول مره بنتي تنبسط مع العلم أنا مو من اهل جده ونظافة المكان خيال وفعاليات الرس…,,60.0,Mid,3,0,1.0,Positive,"جميل, جميلة, نظيف",,False,South,54.66,Tier 2,⭐ Star
Medium,Entertainment,ملاهي سباركيز,جدة مول,Jeddah,3.5,827,,7,,,,21.575732,39.196148,كانت تجربه جميله شكر خاص لتعامل المظفين وخصوصًا الموظف احمد الثقفي حريص جدًا ع الاطفال وتعامله جدًا راقي | شي يزعل لما الواحد ياخذ اطفاله ويروح مشوار بالاخير يلاقي مكان بهذا السؤء انا صراحه لي سنييين عنهم والحمدلله كان معايا حق… | النجوم بس للبنتين الي بالفرع عند التذاكر والمديرة شذى اتكلم عن يوم ١٢ نوفمبر العصر عشان لو فيه غيرها اشتريت بطاقة اون لا…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,57.57,Tier 2,⚠️ Risky
Low,Entertainment,Play zone منطقة اللعب,جدة مول,Jeddah,4.7,6,,1,053 566 1115,https://instagram.com/playzoneksa?igshid=5xii5qyyobex,"السبت: 4:00 م – 12:00 ص, الأحد: 4:00 م – 12:00 ص, الاثنين: 4:00 م – 12:00 ص, الثلاثاء: 4:00 م – 12:00 ص, الأربعاء: 4:00 م – 12:00 ص, الخميس: 4:00 م – 12:00 ص, الجمعة: 4:00 م – 12:00 ص",21.5989302,39.1449923,جميل وممتع ويفرح الطفل فيها.والسعر مناسب ٣٠ ساعة كامله.. طلبت منها وضع أغاني للأطفال بدون موسيقى وبالفعل كانت متعاونه.. … | السلام عليكم لسا المكان موجود؟ وبكم الساعة رجاءً | المكان مناسب للاطفال والألعاب حلوه ومتنوعة,,60.0,Mid,2,0,1.0,Positive,"جميل, تنوع",,False,South,48.13,Tier 3,💎 Hidden Gem
Medium,Entertainment,Cenomi Aziz Mall | سينومي عزيز مول,جدة مول,Jeddah,4.3,40187,,1,,,"السبت: 10:00 ص – 11:00 م, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 11:00 م, الجمعة: 2:00–11:30 م",21.576846,39.196832,المول حجمه وسط دورين يوجد لولو ماركت بالدور الثاني، عندهم flying tiger، الدور الثاني عند البنك الأهلي عندهم اله تدوير قو… | مول مريح وتسوقه خفيف تحس فيه روح والمحلات واضحه التكييف تنظيم تب صراحة من أفضل المولات من زمان اجيه الماركات المتوفره في… | مول حلو كبير به تقريبا جميع الماركات والكافيهات مول قديم وأهل جده يعرفوه جيدا وبها الدور الثاني مطاعم وألعاب اطفال وسينم…,,60.0,Mid,2,1,0.67,Mixed,"مريح, أفضل",قديم,False,South,56.63,Tier 2,⭐ Star
Medium,Entertainment,شاطئ الردسي,جدة مول,Jeddah,3.6,429,,19,,,,21.5062438,39.2194053,تجربة سيئة جدا ومكان ما فيه أي أمان عاساس احط بنتي وانا متطمنة ولاكن العكس دخلت بنتي تلعب في شاطئ الردسي فرع الاندلس مول… | للامانه من سنوااااات وانا اجيب اطفالي المكان راااائع وتعامل الموظفات جميل جداً بس زاد السعر مرة كان الطفل ب ٤٩ الحين ٨٦ … | اسوء مكان تترك فيه اطفالك ، حتى موية ما يوفرون لهم يعني اطفال يلعبون ساعة كاملة اكيد يبغون مويه مكلف عليكم تعطونهم مويه …,,60.0,Mid,1,2,0.33,Negative,جميل,"سيئة, مكلف",False,South,53.78,Tier 2,⚠️ Risky
High,Entertainment,JUMP UP,جدة مول,Jeddah,4.3,1904,,13,,,,21.6182457,39.1332947,اشكر جميع القائمين على المكان جداً رائع و في اماكن متنوعة وكتيرة للاطفال وتخدم جميع الاعمار ، شكراً لاستاذ عماد خلوق و م… | كل الشكر والتقدير للمكان الثقه اللي الواحد يحط أطفاله أمانه عندكم وهو مطمن. كل شكر لموظفين الأمن. صار لي موقف اليوم زاد … | المكان جميل و رائع جدا و الشكر موصول لجميع العاملين على تعاونهم و ابتسامتهم وتفاعلهم مع الاطفال للامانة تفاعل عجيييب ماق…,,60.0,Mid,3,0,1.0,Positive,"رائع, جميل, تنوع",,False,South,74.98,Tier 2,⭐ Star
High,Entertainment,كول دي ساك,جدة مول,Jeddah,4.1,1628,40–80 SAR,1,055 730 1688,,"السبت: 7:00 ص – 1:00 ص, الأحد: 7:00 ص – 1:00 ص, الاثنين: 7:00 ص – 1:00 ص, الثلاثاء: 7:00 ص – 1:00 ص, الأربعاء: 7:00 ص – 1:00 ص, الخميس: 7:00 ص – 2:00 ص, الجمعة: 7:00 ص – 2:00 ص",21.5815813,39.1438801,️ فطور اليوم من كول دي ساك 🍳 أجواء رايقة وطاولات مليانة طعم وراحة! سينابون رول بالصوص الكريمي والصوصات الذائبة 🍫، بان كي… | صباح اليوم الجميل بصراحة كان الفطور عندهم جدا رايق وحلو انصح فيه وبشده التجربه خير البرهان جودة الاكل جدا عاليه ونظافة ا… | اشكر القائمين على المطعم حسن استقبال واحترافية ، مناسب للعوائل موجود العاب للاطفال ونشاطات لهم جودة الاكل عالية جدا والط…,60.0,60.0,Mid,3,0,1.0,Positive,"جميل, جودة, احترافي",,False,South,59.86,Tier 2,⚠️ Risky
High,Entertainment,مدينة البولينج,جدة مول,Jeddah,4.1,1816,,12,,,,21.5480401,39.1626832,ما شاء لله مكان فنان اسعار جيدة البولينج توجد مقاسات لجيمع كرات البولينج البلياردو طاولت ومضارب جيدة يوجد منطقة سناكات و… | بنقل لكم تجربتي كأول مره اجي صراحه ازعاج مره ماعمري جيت مكان بإزعاج كذا ولا أحد يأخذ راحته وكذالك في اشكاليه باللعب في ص… | حلو وسعره حلو 25 ريال بس الأجهزة مرات تعلق ولا يطلع بس مرتب ونظيف,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,South,72.74,Tier 2,⚠️ Risky
Medium,Entertainment,Yalla! Bowling,جدة مول,Jeddah,3.8,238,,9,,,,21.4821264,39.2383803,تجربتي الفترة الاخيرة يلا بولينج 🎳 المكان راقي جداً و الفترة الاخير مسوين عروض حلوة كمثال 5 اشخاص ب150﷼ رغم ان الفردي ب4… | جميل عنده عرض٤٩ للشخص | الاسعار معقوله تقريبا القيم ب ٤٩ و ١٠ جولات المفروض خصم للمجموعه .. المكان جميل وداخل مجمع فوكس سينما وألعاب الكترونيه أ…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,59.16,Tier 2,⚠️ Risky
High,Entertainment,Bolos Alley | بولوس آلي,جدة مول,Jeddah,4.8,797,,12,,,,21.754799,39.1208835,المكان جميل ولكن الأسعار مبالغ فيها بينما الساعه ب 50 ريال جدا كثيره ولكن نقدر نقول منافس ل بعض الأماكن وغير ذلك العطل و… | مكان جدا جميل كنت محتاره فين اروح مع صحباتي لكن بولوس انقذني مره حرفيا مكان اسطوري عندهم حرفيا كل الألعاب الجماعيه تنوع … | السلام عليكم ورحمة الله وبركاته الصراحه بعد اكثر من تجربة خصوصاً بعد التعديلات كامل الشكر Bolos Alley على المكان المميز …,,60.0,Mid,2,0,1.0,Positive,"جميل, تنوع",,False,South,74.78,Tier 2,⭐ Star
Medium,Entertainment,Jeddah Lanes Al Shallal Bowling,جدة مول,Jeddah,3.8,60,,12,,,,21.5686231,39.1114198,مكان جميل وعائلي بامتياز العاب لجميع الاعمار مع كافة الخدمات مميز . يمكن الحصول على العروض لاسمتاع اكبر | المكان حجمه جيد، يوجد بولينج، بلياردوا، وكافتيريا واماكن مخصصة للجلوس. للاسف شاشات البولينج لاتعمل جيدا | مكان حلوا وجميل بس الاسعار مرررره مبالغ فيها المفروض تكون تداكر الدخول بسعر اقل ولاساور سعر اقل خاصه انه مكان كبير ومعرو…,,60.0,Mid,1,0,1.0,Positive,جميل,,False,South,60.19,Tier 2,❌ Weak
Medium,Entertainment,جزيرة المرح,جدة مول,Jeddah,3.9,731,,3,056 600 1408,,"السبت: 4:00 م – 3:00 ص, الأحد: 4:00 م – 3:00 ص, الاثنين: 4:00 م – 3:00 ص, الثلاثاء: 4:00 م – 3:00 ص, الأربعاء: 4:00 م – 3:00 ص, الخميس: 4:00 م – 3:00 ص, الجمعة: 4:00 م – 3:00 ص",21.5899739,39.1724671,ما اروحها ثاني صراحه .. بنتي ٣ سنوات مادخلوها السووووفت بلاي الي بكل العالم يدخلو الاطفال .. قلّك طولها اقل بكم سنتي 🌚🌚 … | منطقة ترفيه منوعه وممتعه لجميع اعمار الاطفال مره استمتعتنا وفي ركن للمأكولات الخفيفه اخذنا بيتزا ودونات وموهيتو رهيب😋👍🏻م… | اسوء العاب غاااليه ومحدوده جداً ، اللي بعمر سنتين كم لعبه المسموح دخولها وكل الالعاب بالطول والالعاب الحركيه ب شي وستين …,,60.0,Mid,0,0,0.5,Mixed,,,False,South,47.24,Tier 3,⚠️ Risky
Medium,Entertainment,شاطئ الردسي,جدة مول,Jeddah,4.0,393,,19,,,,21.5084073,39.2225555,مكان رائع و الموظفات رائعين شكرا للموظفه مها كانت مع ولدي تلعبه طول الوقت الله يسعدها | سئ جدا و الغريب انه مافي دورة مياه في المكان والأطفال مع الحماس يمسكون نفسهم لآخر لحظة يعني ضروري يكون الحمام قريب وبنتي… | كان اليوم الصباح المكان هادىء ونظيف والموظفة الي كانت موجودة نعمة الله يسعدها متعاونة جدآ🤍🤍🤍,,60.0,Mid,3,0,1.0,Positive,"رائع, نظيف, جودة",,False,South,65.67,Tier 2,⚠️ Risky
Medium,Entertainment,Toyland | بلاد الالعاب,جدة مول,Jeddah,4.1,1100,,2,053 683 0304,http://www.toyland.com.sa/,"السبت: 9:00 ص – 12:00 ص, الأحد: 9:00 ص – 12:00 ص, الاثنين: 9:00 ص – 12:00 ص, الثلاثاء: 9:00 ص – 12:00 ص, الأربعاء: 9:00 ص – 12:00 ص, الخميس: 9:00 ص – 12:00 ص, الجمعة: 2:00 م – 12:00 ص",21.567771,39.16934579999999,اسعار مناسبة وجودة رائعة جدا الموظف على خلق ومتعاون اول مرة اشتري منهم واكيد هتكرر تاني بس الاصناف محدودة نوعا ما تحتاجو… | خذيت منهم مسدسات رصاص لعيالي تهبل جوده ماشاء الله وتطلق مسافه صح السعر شوي بس روعه | الألعاب حلو بس الاسعار غالية مافي الألعاب عددها قليل جدا ما اعرف شو سبب... ذكريات طفوله بلاد الالعاب كانت متنوعة جميله و…,,60.0,Mid,5,2,0.71,Positive,"رائع, رائعة, جميل","غالي, غالية",False,South,55.96,Tier 2,⚠️ Risky
Low,Entertainment,بيلي بيز,جدة مول,Jeddah,3.7,304,,2,,,"السبت: 9:00 ص – 1:00 ص, الأحد: 9:00 ص – 1:00 ص, الاثنين: 9:00 ص – 1:00 ص, الثلاثاء: 9:00 ص – 1:00 ص, الأربعاء: 9:00 ص – 1:00 ص, الخميس: 9:00 ص – 1:00 ص, الجمعة: 2:00 م – 1:00 ص",21.5270456,39.17553050000001,عملت عندهم عيد ميلاد لبنتي بالتنسيق مع ربى .. كانت جدا جدا لطيفة ومتعاونة وصبورة.. الله يعطيها ألف عافية يارب هي والطاقم… | صراحة أمتع ملاهي اودي اطفالي عليها والتعامل جدا محترم البنات لطيفات جدا خاصة ربا الله يسعدها راقية ولطيفة مرة 🌷🌷 تعاد وع… | بيلي بيز هيفاء مول من اقدم فروعهم يحتوي على العاب اطفال ودورة مياه اسعار ب٩٥ ريال للطفل اقل من خمس سنين لازم مرافق لا يو…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,38.52,Tier 3,⚠️ Risky
Medium,Entertainment,مركز لعبة وقلم,جدة مول,Jeddah,3.6,128,,6,,,,21.6335024,39.1565459,اقتراح بسيط.. المكان ماشاء الله مرتب والموظفات قمة في الذوق والاحترام..جداً حريصين على سلامة الاطفال.. عند كل ركن في موظ… | ما شاء الله تبارك الله نظيف ومرتب و محترمين جدا ، شكرا ندى العسل الله يسعدها ويسعد كل الموظفات . | انا رحت مع ولدي قلت جددو المكان خليني اجربه واول مره اروح وكان وقتها اخر ساعه في الدوام على اساس يلعب ساعه ويخرج موظفه ا…,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,South,53.6,Tier 2,❌ Weak
Medium,Entertainment,مون تون,جدة مول,Jeddah,4.0,573,,3,,,"السبت: 5:00 م – 12:00 ص, الأحد: 5:00 م – 12:00 ص, الاثنين: 5:00 م – 12:00 ص, الثلاثاء: 5:00 م – 12:00 ص, الأربعاء: 5:00 م – 12:00 ص, الخميس: 5:00 م – 12:00 ص, الجمعة: 5:00 م – 12:00 ص",21.5608944,39.1862566,💸 الاسعار صورتها بالصورة من السبت للربوع تخش اسوارة تلعب حتى تتعب ب ٥٠ ﷼ تحت سبعة سنين لكن مو كل الالعاب وفيه شحن بطايق … | مدينة العاب ارض القمر مطنقة العاب داخل مجمع الصيرفي مول الدور الثاني يوجد ألعاب للأطفال مابين 1 الى ١٣ سنة تقريبا العاب … | المكان فيه العاب متنوعه وموقعه حلو اذا الام بتتسوق لكن اتمنى تركزو على النظافه وتعقيم المكان بما انه مخصص لاطفال صغار ..…,,60.0,Mid,1,0,1.0,Positive,تنوع,,False,South,54.8,Tier 2,⚠️ Risky
Medium,Entertainment,سباركيز العرب مول,جدة مول,Jeddah,4.2,1599,,3,9200 06699,https://sa.sparkysme.com/,"السبت: 10:00 ص – 12:00 ص, الأحد: 10:00 ص – 11:00 م, الاثنين: 10:00 ص – 11:00 م, الثلاثاء: 10:00 ص – 11:00 م, الأربعاء: 10:00 ص – 11:00 م, الخميس: 10:00 ص – 12:00 ص, الجمعة: 10:00 ص – 12:00 ص",21.6337562,39.1573005,سباركز مجمع العرب متنوع الألعاب الكهربائية والحركية وكمان تم تشغيل العاب الموية يعطيهم الصحة والعافية على الاهتمام الدائ… | الملاهي قبل 4:30 نصفها مقفل وللأسف جيت في أجازة الصيف يوم الثلاثاء الساعة 3:30 ظهر ونصف الملاهي مقفلة وسألت الموظفين قال… | عملت عيدميلاد بناتي بقاعة الحفلات التعامل ولا اروع متعاونين وخدومين جدا وذوووق كانو مهتمين وبتابعو التفاصيل بداية من است…,,60.0,Mid,1,0,1.0,Positive,تنوع,,False,South,62.63,Tier 2,⚠️ Risky
Low,Entertainment,توفير جدة للالعاب,جدة مول,Jeddah,3.4,109,,1,055 268 8033,,"السبت: 4:10–6:10 م, 7:30 م – 3:30 ص, الأحد: 4:10–6:10 م, 7:30 م – 3:30 ص, الاثنين: 4:10–6:10 م, 7:30 م – 3:30 ص, الثلاثاء: 4:10–6:10 م, 7:30 م – 3:30 ص, الأربعاء: 4:10–6:10 م, 7:30 م – 3:30 ص, الخميس: 4:10–6:10 م, 7:30 م – 3:30 ص, الجمعة: 4:10–6:10 م, 7:30 م – 3:30 ص",21.5979103,39.2520467,كلامي اللي بقوله الان أنا مسؤول عنه أمام الله قارنت منتجين عنده بمحل آخر في السامر يشهد الله لقيت فرق في المنتج الواحد 5… | محل لا انصح به بضائع جداً سيئه وتخرب بسرعه وخدمة فاشلة ما بعد البيع اشتريت دباب اطفال ما كمل شهر وعليها وماقد طلعته برا … | ثاني زيارة له محل ممتاز ويخدم الاحياء المجاوره 👌🏼👏🏼,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,41.55,Tier 3,❌ Weak
Medium,Entertainment,محل العاب اطفال,جدة مول,Jeddah,4.1,156,,5,,,,21.4836258,39.1904687,بشكل عام هذا المحل و المحلات جواره في مركز الحبيب أو بجوار مركز الحبيب يعتبر مكان و خيار جيد لشراء الالعاب للاكفال بشتى … | جيد بس اشتريت منهم ست 6 طقم عجلات بعد 3 شهور اتفكت إحدى العجلات ونوعية المسامير غير أصلية كلها تصدي والرمان للكفرات تجار… | روعه لديهم تشكيلات لا بأس بها والأسعار مناسبة الي حد ما,,60.0,Mid,0,0,0.5,Mixed,,,False,South,47.8,Tier 3,❌ Weak
Low,Entertainment,مثلث الألعاب,جدة مول,Jeddah,4.1,198,,1,012 607 9000,http://www.toytriangle.com/,"السبت: مغلق, الأحد: 8:00 ص – 5:00 م, الاثنين: 8:00 ص – 5:00 م, الثلاثاء: 8:00 ص – 5:00 م, الأربعاء: 8:00 ص – 5:00 م, الخميس: 8:00 ص – 5:00 م, الجمعة: مغلق",21.5504279,39.1405411,محل به العاب مميزه لاكن السعر غالي قليلا وكذالك عدم الالتزام بمواعيد العمل المسجله على اللوحه الخارجيه | المكان جميل ومفروض يوفر مستلزمات الفصول وبالذات رياض اطفال .. لكن عيبه بدأت الدراسة ويقول كل شي مافي وماتجي الرسوم واللو… | جميل ورائع والألعاب عندك خيرات واسعة ولكن الأسعار شويه وأعتقد أنها بسبب جودة الألعاب,,60.0,Mid,3,1,0.75,Positive,"رائع, جميل, جودة",غالي,False,South,47.35,Tier 3,❌ Weak
Medium,Entertainment,كوالا لاند لترفيه الاطفال,جدة مول,Jeddah,4.6,287,,2,058 001 5103,https://linktr.ee/Koalaland_ksa,"السبت: 1:00 م – 12:00 ص, الأحد: 1:00 م – 12:00 ص, الاثنين: 1:00 م – 12:00 ص, الثلاثاء: 1:00 م – 12:00 ص, الأربعاء: 1:00 م – 12:00 ص, الخميس: 1:00 م – 1:00 ص, الجمعة: 1:00 م – 1:00 ص",21.6321271,39.15520619999999,المكان العابه جميله والموظفه كانت محترمه وودوده مع الاطفال يعيب المكان قلة الالعاب و عدم وجود ماء للشرب اثناء اللعب حيث … | امس كانت زيارتي لكوالا لاند في العرب مول. تجربه جدااااا رائعه والمكان امن و جدا مناسب للأطفال. الموظفات ما شاء الله عليه… | تجربة جدا رائعة استقبالهم للاطفال حلو واهتمام الموظفات بالاطفال جدا ممتاز ويلعبو معاهم وعندهم فعاليات حلوة زي الرسم ع ال…,,60.0,Mid,4,0,1.0,Positive,"رائع, رائعة, ممتاز",,False,South,60.42,Tier 2,⭐ Star
