priority,category,merchant,mall,city,rating,reviews,avg_price,branches,phone,website,opening_hours,lat,lng,reviews_text,price_mid_raw,price_mid,price_segment,pos_kw_count,neg_kw_count,sentiment_ratio,sentiment_label,top_pos_kw,top_neg_kw,mentions_delivery,geo_zone,bd_priority_score,tier,quadrant
High,Desserts & Sweets,إيفرلي بيكري | Everly Bakery,شركة لؤلؤة الموضة,Medina,4.6,723,,22,,,,24.4864813,39.5772617,كلمة حق تنقال في المكان والخدمة والموظفين من افضل الكافيهات اللي رحتها والحلا عندهم مرا طعم جربت من عندهم تشيز كيك التوت… | اللي خلاني اقيم واهتم موظفينكم لهم كل الشكر بصراحه اخلاق وتعامل وبشوشين يخلي الشخص يحب المكان بالاخص في واحد والله معرف … | الكابتشينو جيد ، كيكة الليمون دون المتوسط ، الكركديه رائع وقهوة اليوم ممتازة ، لكن الخدمة جداً بطيئة، 25 دقيقة من طلبت أ…,,60.0,Mid,3,1,0.75,Positive,"رائع, ممتاز, ممتازة",بطيئة,False,South,71.25,Tier 2,⭐ Star
High,Casual Dining,مطعم مراسيم المدينة للأكلات الشعبية اليمنية,شركة لؤلؤة الموضة,Medina,4.8,2001,,3,,,,24.4579439,39.6123705,تجربتي في هذا المطعم كانت رائعة جدًا. الطعام كان لذيذًا ومميزًا، خاصة الأرز مع اللحم والدجاج، حيث كان الطعم غنيًا والتتب… | شفت تقييم الموقع على غوغل و بناءا عليه قصدت هالمكان، الاكل ممتاز و الكمية كبيرة جربت عندهم زربيان الدجاج بالإضافة لعقدة … | مطعم ~ مراسيم المدينه اكلات شعبيه ممتازه بذووق عالى جدااا موجود قسم للعوائل /كل شى مطبوخ بمهارة وإتقان. اكلات لذيذه وشهي…,,60.0,Mid,5,0,1.0,Positive,"لذيذ, رائع, رائعة",,False,South,66.32,Tier 2,⭐ Star
Medium,Casual Dining,مطعم فلفلة,شركة لؤلؤة الموضة,Medina,4.1,466,20–40 SAR,1,054 063 0410,,"السبت: 6:00 ص – 12:00 ص, الأحد: 6:00 ص – 12:00 ص, الاثنين: 6:00 ص – 12:00 ص, الثلاثاء: 6:00 ص – 12:00 ص, الأربعاء: 6:00 ص – 12:00 ص, الخميس: 6:00 ص – 12:00 ص, الجمعة: 6:00 ص – 1:05 ص",24.4595325,39.6107846,الحنين إلي القاهرة بكل معانيها وناس محترمه جدا ومعاملة محترمه ربنا يزيدهم عاوز تفطر زي مصر وتاكل كشري جنان بالقرب من مسج… | مطعم مصري شعبي تجربتي فطور فلافل مع البطاطس والباذنجان. الطعم روعة. 10/10 والاسعار رخيصة. ربي يرزقهم. | مطعم عليه زحمة و شغله ممتاز جربنا الفلافل وكثر لنا الباذنجان وهذا المطلوب بالتوفيق,30.0,30.0,Budget,1,0,1.0,Positive,ممتاز,,False,South,52.86,Tier 2,❌ Weak
High,Casual Dining,مطعم الدار اليمني للاكلات الشعبية,شركة لؤلؤة الموضة,Medina,4.7,1646,,4,,,,24.458237,39.6122213,تجربه رائعه و طعام ممتاز وعم محسن شخص مضياف وجميل جدا بارك الله فيكم جميعا انصحكم جدا بالتجربه انا جربت اللحم المقلقل وك… | بسم الله ماشاء الله طعام لذيذ وأجواء رائعه وخدمات مميزه شكر خاص من المغرب لمطعم الدار اليمني | تسلم الايادي والله طعم جيد وممتاز والملوح عندهم عشره علا عشره تسلم ايادي الخباز والعاملين اكل والله بمستوى المذاق الحلو,,60.0,Mid,4,0,1.0,Positive,"لذيذ, رائع, ممتاز",,False,South,66.62,Tier 2,⭐ Star
High,Casual Dining,إلس,شركة لؤلؤة الموضة,Medina,4.7,7773,40–80 SAR,10,,,,24.4364135,39.6592227,مطعم مميز: طعم وخدمة وأجواء المطعم مناسب لمجموعة ، لطلب وتجربة أصناف مختلفة. لديهم عرض لشخص وعرض لشخصين. ويمكنك طلب الأط… | بشكل عام المطعم ممتاز ويستاهل التجربه الخدمه سريعه اقل من ١٠ دقايق والطلب كله واصل وأشكر الاخت منيره عسسسل بالتعامل الله… | جربت فطور رمضان ( هو عباره عن منيو محدود من مقبلات و عصيرات و اطباق رئيسيه وشوربه وحلى ب ١٢٣ لشخصين ) الصحون صغيره يادوب…,60.0,60.0,Mid,3,1,0.75,Positive,"ممتاز, سريع, يستاهل",صغير,False,South,72.62,Tier 2,⭐ Star
Medium,Casual Dining,مطعم دلهي دربار,شركة لؤلؤة الموضة,Medina,4.1,336,20–40 SAR,4,,,,24.459357,39.610961,مطعم عادي جدا جدا وانا هذا راي لاالزم به احد ٠٠٠٠٠٠ والسلام | علبه الايدام صغيره مرة والقيمة عاليه | روعه,30.0,30.0,Budget,0,1,0.0,Negative,,صغير,False,South,48.23,Tier 3,❌ Weak
Medium,Casual Dining,المشويات المتميزة,شركة لؤلؤة الموضة,Medina,4.3,359,,4,,,,24.458797,39.6110431,"اولا اللحم سي للغايه والطعم سي وبه نكهه غير مرضيه ااضافه للسعر الغالي | جدا جدا جدا سئ اللحم والكباب وللاسف 178 ريال على الفاضي ماانصح فيه ابدا | Good food, great prices, friendly workers and quick service. بارك الله فيكم",,60.0,Mid,0,1,0.0,Negative,,غالي,False,South,49.35,Tier 3,💎 Hidden Gem
Medium,Casual Dining,Manazil Al Madina Restaurant,شركة لؤلؤة الموضة,Medina,4.1,110,,3,,,,24.4595678,39.611358,المطعم يعتبر جديد مكانه قريب من الحرم ولكن مواقف السيارات قليله في المنطقة نظرا لإزدحامها اخذت من عنده عدة اطباق روبيان … | المطعم حقيقة سيء جداً غير ما كان متوقع ... لا من ناحية الطعم ولا سرعة الخدمة... والصالة تشتعل حرارة لسوء وضع التكييف !!.… | مطعم جيد طلبت منه تبنياكي قمبري بسعر ٤٥ ريال و رز ابيض ب ٥ ريال و مشروب غازي ٣ ريال. كمية القمبري في الحصن جدا كثيرة ماش…,,60.0,Mid,0,1,0.0,Negative,,سيء,False,South,45.05,Tier 3,❌ Weak
Low,Cafes,كافية اللؤلؤة,شركة لؤلؤة الموضة,Medina,3.6,124,40–80 SAR,1,,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",29.9675989,30.9173995,متاح عند حضرتك شغل انا صنايعي بوفيه وشغل رماله | نت زباله بصراحه قعدت نص ساعه على كوبايه شاي | كافيه امام معصرة جنة الفواكه الخدمة به جيدة,60.0,60.0,Mid,0,0,0.5,Mixed,,,False,North,35.46,Tier 3,❌ Weak
High,Cafes,لحظة كيف | Momo Cafe,شركة لؤلؤة الموضة,Medina,4.8,3487,,1,,,,21.6541364,39.1017166,المكان اكثر من رائع وخيالي لنا زياره ثانيه ان شاء الله وجميع الموظفين متعاونين وخدماتهم سريعه واشكر الموظف الاخ محمد عبد… | مكان جميل من كل النواحي الطعام و الجلسة و الخدمة و أهم شي تعامل الموظفين الراقي تحديدا نواف و محمد عبده برافو 👏 | المكان جميل ومرتب ونظيف وتعامل الموظفين رااااقي خصوصًا الأخ ابراهيم الله يعطيه العافيه والاكل لذيذ كل شي بيرفكت,,60.0,Mid,5,0,1.0,Positive,"لذيذ, رائع, جميل",,False,South,65.02,Tier 2,⭐ Star
High,Cafes,ممشى الهجرة,شركة لؤلؤة الموضة,Medina,4.3,12811,,7,,,,24.425989,39.5970779,ممشى رائع وكل ما تحتاجه موجود حواليك | ممششى كبير جدًا جدا وطويل وحلوو وجميل وهااادي جميل لممارسسة الرياضة والمششي وأيضًا فيه مسسطحات خضراء للجلوس فيه ، وفيه م… | ممشى جميل ومرتب ونظيف ، مناسب جدا للجري والمشي والهرولة ، مسافتها طويلة جدًا يمكن أن تحرقوا الكثير من السعرات الحرارية ف…,,60.0,Mid,3,0,1.0,Positive,"رائع, جميل, نظيف",,False,South,71.82,Tier 2,⭐ Star
High,Cafes,لحظة كيف,شركة لؤلؤة الموضة,Medina,4.8,18344,,2,,,,21.4181355,39.8258953,زرت المكان بعد صلاة العصر فرع برج الساعة وكان في استقبالي طابور عوايل و فهمت انو الجلسات المطلة على الحرم قدامي ٤ عوائل … | زيارتي لفرعهم في برج الساعة الدور الأول 📍( بدون حجز ) ماشاءالله المكان خيالي 🤩 فيه جلسات وكثيرة، بعضها مطلة على الحرم 🕌 … | A great place to have a nice dessert and coffee also if you are craving a nice breakfast it is your best choice. Harm vi…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,61.7,Tier 2,⭐ Star
Low,Cafes,اللؤلؤة كافيه,شركة لؤلؤة الموضة,Medina,4.1,245,,1,,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",21.5812109,39.2271426,خدمة جميلة وأجواء راقية ومشروبات رائعه وخصوصا الخدمة كان الأخ عبدالرحمن من الراقين الي يمثلون الكافي ولهم زيارة أخرى | قهوة مصريه معسلها بطل وتعاملهم جدا ممتاز خاصه الموظف سعيد تعامل راقي نوعيه المعسل ممتازه عندهم مشكله ف المواقف وحلسات عن… | ‎افيه طابعه و خدمته تشعرك انك في القاهرة نفس الاجواء و الاحساس مميزين في منتجاتهم و خدمتهم العصيرات الطازجة فعلاً طازجة …,,60.0,Mid,6,0,1.0,Positive,"رائع, ممتاز, جميل",,False,South,46.69,Tier 3,❌ Weak
High,Cafes,لحظة كيف,شركة لؤلؤة الموضة,Medina,4.7,21324,,2,,,,21.7310141,39.1172933,تجربتي فطور ماشالله تبارك الله الأجواء بالنسبالي خرافية والويتر مبارك ماقصر الله يعطيه العافية كان مسؤول عن طاولتنا وتأك… | المكان جميل جداً وأجواءه حلوه لكن يحتاج اهتمام اكبر ليستمر وينجح ، ويحتاج تغيير لبعض الموظفين واكلهم ممتاز لكن عندي ملاح… | المكان جميل وأجواءه داخل المطعم رائقه مع أصوات النوافير ✨ والطاولات المطله على البحر ماشاءلله دائما تكون مليانة ، أنا جر…,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,South,68.98,Tier 2,⭐ Star
High,Cafes,بوليفارد قباء,شركة لؤلؤة الموضة,Medina,4.3,1309,,7,,,,24.4077682,39.6256773,مكان جميل يحتوي على مجموعة من المطاعم والكافيهات الجميلة فيها جلسات داخلية وخارجية وجلسات في الإطلالة مطلة جميع المحلات … | من اجمل الاماكن للترفيه هنالك خيارات كثيره من الكوفيهات و المطاعم الراقيه و اللذيذه و جلسات داخليه و خارجيه تتسم بجمال ا… | بوليفارد جميل في مكان هو الأجمل اعتبارا لمنطقة قباء المعروفه بروعة الأجواء في أغلب الوقت ..المكان جديد بالنسبه للموقع وا…,,60.0,Mid,3,0,1.0,Positive,"لذيذ, جميل, جميلة",,False,South,67.66,Tier 2,⭐ Star
Medium,Cafes,مودي كافيه MOODY CAFFE,شركة لؤلؤة الموضة,Medina,4.8,269,,1,056 341 6068,https://www.snapchat.com/add/moody.med2,"السبت: مغلق, الأحد: 12:00 م – 6:00 ص, الاثنين: 12:00 م – 6:00 ص, الثلاثاء: 12:00 م – 6:00 ص, الأربعاء: 12:00 م – 6:00 ص, الخميس: 12:00 م – 6:00 ص, الجمعة: 12:00 م – 6:00 ص",26.6640402,37.9045484,التقييم فعلاً يستاهله و على رأس التقيم طعم الـV60 اعطيه ١٠ نجوم مو خمسة! طلبتها باردة وكانت طريقته في اعدادها خاصة و موز… | القهوة رائعه ومتوفر كوكيز انواع صناعه منزلية الخدمة ممتازة والمشروبات لذيذة المكان بجوار برجر كنق وفيه جلسات على اطلاله … | طعم القهوة الرا ئع لايقاوم افضل مكان يصنع القهوة اقيمه ١٠/١٠ في العلا افضل من براندات معروفة في نظري,,60.0,Mid,7,2,0.78,Positive,"لذيذ, لذيذة, رائع","بارد, باردة",False,North,57.06,Tier 2,💎 Hidden Gem
Medium,Cafes,كوفي,شركة لؤلؤة الموضة,Medina,4.6,11,,2,,,,24.4849759,39.7087561,كافي قريب حي الجرف هادئ ويجنن وبراااد خصوصا المغرب | مقبول والاسعار طيبه ارجو توسيع الشارع التابع للكوفي او ازالة الرصيف | جميل جداً يستاهل التجربة,,60.0,Mid,3,0,1.0,Positive,"جميل, هادئ, يستاهل",,False,South,49.84,Tier 3,💎 Hidden Gem
Medium,Desserts & Sweets,اللؤلؤة للحلويات,شركة لؤلؤة الموضة,Medina,4.4,583,40–80 SAR,1,084 2149111,https://www.facebook.com/%D8%AD%D9%84%D9%88%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%84%D8%A4%D9%84%D8%A4%D8%A9-2255728851332945/,"السبت: مغلق, الأحد: مغلق, الاثنين: مغلق, الثلاثاء: مغلق, الأربعاء: مغلق, الخميس: مغلق, الجمعة: 9:00 ص – 1:00 ص",29.3046912,30.8405703,افضل حلويات في الفيوم واسعار ممتازه 🥰 | من أقدم محلات الحلويات في الفيوم. اسعار معقوله | محل حلويات كويس وبيقدم حلويات وجاتوهات بشكل عادي لكن جودة كويسة وسعر معقول بالنسبة موجود في محافظة الفيوم بشارع مصطفى با…,60.0,60.0,Mid,2,0,1.0,Positive,"ممتاز, جودة",,False,North,59.77,Tier 2,⭐ Star
Medium,Desserts & Sweets,Candy crush,شركة لؤلؤة الموضة,Medina,4.2,23,,8,,,,24.4398635,39.6364591,افضل محل مستورد افضل الاسعار تعامل الاخت وصاحب المحل قمه في الاحترام اتمنى منتجات جلاكسي شوكلت ساده تتوفر مثل السابق | محل متنوع بالحلويات المستوردة، ويستاهل خمس نجوم بس لو يوفر كل اشكال حلاوة Daim ❤️ | محل انيق و نظيف جدا يشكر عليه صاحبه و نتمنى له التوفيق.,,60.0,Mid,3,0,1.0,Positive,"نظيف, يستاهل, تنوع",,False,South,56.02,Tier 2,❌ Weak
Medium,Casual Dining,اصحاب المدينة,سيتي مول,Medina,4.3,295,,13,,,,24.4734375,39.6096875,مأكولات باكستانيه متنوعه تمت تجربه البرياني الدجاج لذيذ وطعم حراق وتذوق الدجاج المشوي ببهارات لذيذه ذات نكهه خاصه انصح ب… | الاكل جدا لذيذ، اخذنا قورما دجاج وكفت ٣ اشخاص. الدجاج مو زفر، مسبك ومبهر صح. بس تراه سبايسي. خبزهم طري مررره ويجيك صاخن.… | مطعم باكستاني به معظم الأطعمة الباكستانية الطعم جميل ولكن ملئ بالبهارات مثل معظم طعام شرق أسيا,,60.0,Mid,3,0,1.0,Positive,"لذيذ, جميل, تنوع",,False,South,66.87,Tier 2,💎 Hidden Gem
Medium,Cafes,كيمس المدينة المنورة | kims coffee,سيتي مول,Medina,4.3,822,,1,054 407 8266,,,24.494016,39.5955472,الكوفي هذا من الأماكن المفضلة عندنا، دايم نسوي فيه احتفالاتنا مع الأهل والأصحاب 💕 المكان يجنن بأجواءه، دايم فيه طاقة حلو… | المكان صغير نوعاً ما ، الطلبات لازم ننزل بنفسنا عشان ناخذها وهذا الشي جداً ازعجني الاغاني كئيبة مو حقت كافي ورواق اعتقتد… | طلبت قهوة عربيه كوب كانت جيده وتشيز كيك لا انصح فيها ابدا ،اتوقع جاتني قديمه,,60.0,Mid,0,2,0.0,Negative,,"صغير, قديم",False,South,47.39,Tier 3,⭐ Star
High,Fast Food,البيك,سيتي مول,Medina,4.4,49005,20–40 SAR,46,,,,24.4638988,39.616145,فرع وما فيها العروض ؟ تروح الظهر مافي العصر مافيه المغرب مافيه الليل مافيه متى يكون موجود؟ وش فرقت عن المحلات الصغيره ال… | مطعم مميز بخصوص الخدمه مميزه وجبات المسحب والبروست والجمبري لديهم ممتاز يفضل الاكل وهو ساخن يعتبر من افضل مطاعم المنطقة | فرع كبير جداً والخدمة سرييعة مع انه كان في دور طويل الا انه لم يستغرق الامر اكثر من 20 دقيقة,30.0,30.0,Budget,1,1,0.5,Mixed,ممتاز,صغير,False,South,74.19,Tier 2,⭐ Star
High,Fast Food,كرك اكسبريس,سيتي مول,Medina,4.1,1290,,11,,,,24.4715978,39.6104004,أسوأ تجربة ممكنة! طلبت شاورما وبرياني، وانصدمت لما لقيت شعرة داخل بطاطس الشاورما! شيء مقزز وغير مقبول نهائيًا ويدل على إ… | شاي ☕ الكرك ممتاز ب 5 ريال عصير برتقال 🍊 فريش لذيذ 😋 ب 15 ريال | تجربتي بمطعم كاراك كانت كتير حلوة. الخدمة لطيفة ومحترمة، والأكل طيب كتير. الشاورما كانت زاكية، حتى لو نكهتها غير عن الشا…,,60.0,Mid,2,0,1.0,Positive,"لذيذ, ممتاز",,False,South,71.25,Tier 2,⚠️ Risky
Medium,Fast Food,مطعم سيتي ستار الأكلات المصريه,سيتي مول,Medina,4.6,184,,2,057 420 1543,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4593009,39.6109791,ازبل مطعم ياليت البلديه تراجع المطعم طلبت منه حمام طلع الحمام ريحته غريبه ولحمه اسود وريحته حامض حتي مشوياته بصراحه ازبل… | للاسف تجملاً مني عطيتكم بما يعادل نجمه ونص ويعتبر كثير نوعاً ما لان لاصلة له لاي اكل مصري قرابة ٧٠٪؜ من الاكل تم تركه ال… | احس انك بتاكل في البيت أكل بيتي ممتاز وجميل جدا جدا جدا 🔥 Highly recommended,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,South,54.82,Tier 2,💎 Hidden Gem
Low,Fast Food,سيتي مول,سيتي مول,Medina,4.0,248,,1,,,"السبت: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الأحد: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الاثنين: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الثلاثاء: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الأربعاء: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الخميس: 9:15 ص – 12:00 م, 4:30 م – 12:00 ص, الجمعة: 4:30 م – 12:00 ص",24.4569149,39.6087317,المحل صار أسعاره ب 3 ريال كل شي و مره شي كويس يغيرو الاغراض بين فتره وفتره | ممشى قباء كله جميل | ماشاءالله كبير جدا. وعنده اشيا حلوه كثير بس غالي شوي,,60.0,Mid,1,1,0.5,Mixed,جميل,غالي,False,South,38.71,Tier 3,❌ Weak
High,Fast Food,The Olive & Chilli ذا أوليف آند تشيلي,سيتي مول,Medina,4.5,212,,21,,,,24.4534375,39.6100625,جودة ممتازة، مكونات طازجة وتشكيلة رائعة! المكان نظيف جداً والطاقم ودود للغاية. يتم تنظيف الطاولات بسرعة فائقة وباحترافية… | جنوب افريقي لذيذ اعجبني👍 | البيتزا عبارة عن معجون طماطم و نص علبة موزاريلا موضوعة بمغرفة .بصراحة لازمها تحسينات كثيرة,,60.0,Mid,10,0,1.0,Positive,"لذيذ, رائع, رائعة",,False,South,72.27,Tier 2,💎 Hidden Gem
Medium,Fast Food,ليندا للوجبات السريعة,سيتي مول,Medina,4.0,52,,5,,,,24.4655876,39.6059385,مطعم صغير للوجبات الخارجية قريب جدا من الحرم النبوي بالمدينة المنورة نظيف واسعاره معقولة جدا وخدمات جيدة وبه خيارات جيدة… | الله يعز النعمة طعم الشاورما سيئ جدا لولا للوصول المتأخر والاضطرار ما أخذنا وماقدرنا ناكلها | كل الأسعار مرتفعة فوق التسعيرو,,60.0,Mid,1,4,0.2,Negative,نظيف,"صغير, متأخر, أسعار مرتفعة",False,South,41.01,Tier 3,❌ Weak
Medium,Fast Food,Fast food restaurant Medina,سيتي مول,Medina,4.4,7,,5,,,,24.4660604,39.6031547,أسوأ طعام على الإطلاق. لم أجد أي دجاج داخل الشاورما، بل كانت مليئة بالبطاطس المقلية. لا تنخدعوا بهذه الحيلة! | طعام جيد جدًا | خدمة ممتازة,,60.0,Mid,3,0,1.0,Positive,"ممتاز, ممتازة, خدمة ممتازة",,False,South,51.56,Tier 2,💎 Hidden Gem
Medium,Fast Food,سيرا جوس,سيتي مول,Medina,4.8,68,,4,,,,24.4652344,39.5982075,"مذاق الشاورما والبرجر والعصير خطييييررر والفطور شي ثاني اي شي تطلب منه سيعجبك حتما وكريم ماشاء الله الله يوفقه ويرزقه | أفضل تجربة طعام مررت بها على الإطلاق، كل طبق لذيذ والخدمة ممتازة"" | اجواد انواع المؤكولات اليمنية شوارما لذيذة جدا وعصائر كلطازجة كما يوجد مطبق بكل انواعه ومعصوب وعريكة المحروقات بكل انواع…",,60.0,Mid,8,0,1.0,Positive,"لذيذ, لذيذة, ممتاز",,False,South,56.33,Tier 2,💎 Hidden Gem
Low,Fast Food,Buffet fatima,سيتي مول,Medina,3.8,37,,5,,,,24.4690455,39.6038243,النظافة مش حالك المحل هذا مثل الميتة لا يأكل منه إلا المضطر | الاكل حلو اوي في هذا المطعم | ممتاز Kebab shawarma,,60.0,Mid,1,0,1.0,Positive,ممتاز,,False,South,46.4,Tier 3,❌ Weak
Low,Fast Food,Wateen Al Madinah Fast Food Restaurant,سيتي مول,Medina,3.0,28,,5,,,,24.4698476,39.6041599,زفت جابلي حساسية و لزوجتي الاكل غير نظيف تماما | بالتوفيق لهم | جيد نوعا ما,,60.0,Mid,1,0,1.0,Positive,نظيف,,False,South,41.91,Tier 3,❌ Weak
Low,Fast Food,شاورما سيتي,سيتي مول,Medina,3.4,128,,1,,,"السبت: 12:00 م – 1:30 ص, الأحد: 12:00 م – 1:30 ص, الاثنين: 12:00 م – 1:30 ص, الثلاثاء: 12:00 م – 1:30 ص, الأربعاء: 12:00 م – 1:30 ص, الخميس: 12:00 م – 1:30 ص, الجمعة: 12:00 م – 1:30 ص",24.4637248,39.6111266,شاورما اللحم تفوز عندهم هذا اللي جربته 20 قطعه ب 49 ريال يستحق التجربه | صراحة صدمني المطعم اكله لذيذ مرة وفيه بركة وخدمة سريعة وجلسات ٥ نجوم ولا اروع وسعر صراحة منافس جدا للي حوله انصح به وبشد… | اقسم بالله شكراً على الجوده ول الامانه الي عندكم مره في رمضان طلبت وبعد ما خلصت نسيت جوالي على طاوله ونزلت الحرم ورجعت و…,,60.0,Mid,3,0,1.0,Positive,"لذيذ, سريع, سريعة",,False,South,42.01,Tier 3,❌ Weak
Medium,Fast Food,عصائر سيتي ستار قربان,سيتي مول,Medina,4.5,695,20–40 SAR,1,057 450 1424,,"السبت: نعمل على مدار 24 ساعة, الأحد: نعمل على مدار 24 ساعة, الاثنين: نعمل على مدار 24 ساعة, الثلاثاء: نعمل على مدار 24 ساعة, الأربعاء: نعمل على مدار 24 ساعة, الخميس: نعمل على مدار 24 ساعة, الجمعة: نعمل على مدار 24 ساعة",24.4584974,39.6124616,مطعم جميل ونظيف وأسعاره ممتازة وفي كل اللي تحتاجه تقريبا من وجبات سريعه ومصادر غير انه قريب من المسجد النبوي | المطعم بجد نظيف جدا والعمال فى المطعم قمه فى الاحترام والذوق انصح الكل انه يزور المطعم العصائر والشاورما تحفه والشيف اسل… | مكان مميز ومفضل، أقصده مرات عديدة، الحياة السعيدة، وفي كل مرة اختيار جديد ورائع، عصير جيد وممتاز، كنافة وحلويات لذيذة، ت…,30.0,30.0,Budget,8,0,1.0,Positive,"لذيذ, لذيذة, رائع",,False,South,55.59,Tier 2,⭐ Star
Medium,Fast Food,KARAK EXPRESS K4,سيتي مول,Medina,4.8,5,,3,,,,24.4643125,39.6039375,تناول الطعام هنا تجربة مُرضية للغاية، خاصةً للمصلين الذين يبحثون عن وجبة دسمة بسعر مناسب. دجاج كرك (٤ قطع) - ٢١ ريال سعو…,,60.0,Mid,0,0,0.5,Mixed,,,False,South,43.23,Tier 3,💎 Hidden Gem
Medium,Fast Food,Desi Food Restaurant,سيتي مول,Medina,4.7,66,,2,,,,24.4642714,39.6038659,يحتاج نظافه ويحتاج مراقبه من البلديه بعض الاطعمه مكشوفه | جميل جدا السمبوسة والباكودا 💯 طعام ديسي لطيف | طعام ممتاز وموظفون مهذبون,,60.0,Mid,2,0,1.0,Positive,"ممتاز, جميل",,False,South,53.47,Tier 2,💎 Hidden Gem
Low,Fast Food,SHOROUG AL-MUTAIRI FAST FOOD BUFFET,سيتي مول,Medina,3.5,15,,3,,,,24.4706369,39.6038291,أسفل فندق ارجوان الذهبي | طعام غير مستوي | جيد,,60.0,Mid,0,0,0.5,Mixed,,,False,South,33.52,Tier 3,❌ Weak
Medium,Fast Food,Peshawar Kabab Restaurant مطعم کباب بیشاور,سيتي مول,Medina,5.0,6,,2,059 093 2205,,"السبت: 6:00 ص – 4:00 ص, الأحد: 6:00 ص – 4:00 ص, الاثنين: 6:00 ص – 4:00 ص, الثلاثاء: 6:00 ص – 4:00 ص, الأربعاء: 6:00 ص – 4:00 ص, الخميس: 6:00 ص – 4:00 ص, الجمعة: 6:00 ص – 4:00 ص",24.4587427,39.6110237,جيت المطعم صدفه مع صديق لي باكستاني والمطعم صرت اروح له بشكل اسبوعي المطعم مرره نظيف وطعم بس الي ماياكل فلفل بيتعب منه 👍… | كان خبز ألو باراثا لذيذًا جدًا، أنصح بتجربته. | أفضل طعام في المدينة المنورة وبأفضل الأسعار,,60.0,Mid,4,0,1.0,Positive,"لذيذ, نظيف, أنصح",,False,South,50.86,Tier 2,💎 Hidden Gem
High,Fast Food,دجاج كنتاكي,سيتي مول,Medina,4.0,2930,40–80 SAR,3,,,,24.4714593,39.610624,للاسف لا يوجد تنظيم وانتظار يصل لاكثر من ساعة عدد العمالة غير كافي لا يوجد ارقام تشلسل واضحة اسوأ فرع الوقوف لاجد الطلب … | اكله حلو ولاكن مب كل شي موجود اقلب الاشياء م خلصه يعين لو اروح فرع ثاني احسن | السعر غير منطقي أبدًا، انت راح تدفع دبل سعر الوجبة العادية عشان تاخذ جودة أسوأ بكثير وانتظار طويل على شباك صغير والعمال …,60.0,60.0,Mid,1,2,0.33,Negative,جودة,"انتظار, صغير",False,South,52.97,Tier 2,⚠️ Risky
Low,Fast Food,نور المجد للوجبات السريعة Nour Al Majd Fast Food,سيتي مول,Medina,2.6,32,,4,,,,24.4676481,39.605136,المحل عبارة عن وجبات سريعة ولايوجد مجلس فقط طلب خارجي لكن الحقيقة ما شاء الله تبارك الله العمال أخلاقهم طيبة وسلوب المعا… | مطعم سئ جدا البرست غالي و طعمه زي العجين ما انصح فيه ابدا | حسبي الله ونعم الوكيل في هذا المطعم طالب سندوتشات شاورما دجاج اكتشفت ان هما حطين كرنب مش دجاج وكميات دجاج قليله والطعم ل…,,60.0,Mid,2,1,0.67,Mixed,"سريع, سريعة",غالي,False,South,34.04,Tier 3,❌ Weak
